tier_id,tier_label,definition_kind,definition,authority,state_entity_id,notes
art_371_states,States with Article 371 special provisions,constitutional,"States with special constitutional provisions under Article 371 and 371A–371J. Each state's provision addresses a distinct local concern: Maharashtra/Gujarat (371: Vidarbha/Saurashtra special boards), Nagaland (371A: customary law), Assam (371B: tribal areas committee), Manipur (371C: hill areas committee), Andhra Pradesh + Telangana (371D: shared post-bifurcation employment/education zones), Sikkim (371F: pre-merger laws preserved), Mizoram (371G: customary law), Arunachal Pradesh (371H: governor's special responsibility for law and order), Goa (371I: assembly size floor), Karnataka (371J: Hyderabad-Karnataka region). Useful peer set for land-rights, autonomous-council, mining-royalty, employment-quota indicators.","Constitution of India, Articles 371 and 371A through 371J",sikkim,
art_371_states,States with Article 371 special provisions,constitutional,"States with special constitutional provisions under Article 371 and 371A–371J. Each state's provision addresses a distinct local concern: Maharashtra/Gujarat (371: Vidarbha/Saurashtra special boards), Nagaland (371A: customary law), Assam (371B: tribal areas committee), Manipur (371C: hill areas committee), Andhra Pradesh + Telangana (371D: shared post-bifurcation employment/education zones), Sikkim (371F: pre-merger laws preserved), Mizoram (371G: customary law), Arunachal Pradesh (371H: governor's special responsibility for law and order), Goa (371I: assembly size floor), Karnataka (371J: Hyderabad-Karnataka region). Useful peer set for land-rights, autonomous-council, mining-royalty, employment-quota indicators.","Constitution of India, Articles 371 and 371A through 371J",telangana,
coastal_states,Coastal states and UTs,geographic,"States and UTs with a coastline, per the Coastal Regulation Zone (CRZ) notification regime administered by MoEFCC. 9 mainland states + 4 UTs. Useful peer set for fisheries, ports, blue-economy, cyclone-exposure indicators. Not a fiscal peer set.",Coastal Regulation Zone Notification (MoEFCC); Maritime Zones of India Act 1976,andaman-and-nicobar,
coastal_states,Coastal states and UTs,geographic,"States and UTs with a coastline, per the Coastal Regulation Zone (CRZ) notification regime administered by MoEFCC. 9 mainland states + 4 UTs. Useful peer set for fisheries, ports, blue-economy, cyclone-exposure indicators. Not a fiscal peer set.",Coastal Regulation Zone Notification (MoEFCC); Maritime Zones of India Act 1976,andhra-pradesh,
coastal_states,Coastal states and UTs,geographic,"States and UTs with a coastline, per the Coastal Regulation Zone (CRZ) notification regime administered by MoEFCC. 9 mainland states + 4 UTs. Useful peer set for fisheries, ports, blue-economy, cyclone-exposure indicators. Not a fiscal peer set.",Coastal Regulation Zone Notification (MoEFCC); Maritime Zones of India Act 1976,dadra-and-nagar-haveli-and-daman-and-diu,
coastal_states,Coastal states and UTs,geographic,"States and UTs with a coastline, per the Coastal Regulation Zone (CRZ) notification regime administered by MoEFCC. 9 mainland states + 4 UTs. Useful peer set for fisheries, ports, blue-economy, cyclone-exposure indicators. Not a fiscal peer set.",Coastal Regulation Zone Notification (MoEFCC); Maritime Zones of India Act 1976,goa,
coastal_states,Coastal states and UTs,geographic,"States and UTs with a coastline, per the Coastal Regulation Zone (CRZ) notification regime administered by MoEFCC. 9 mainland states + 4 UTs. Useful peer set for fisheries, ports, blue-economy, cyclone-exposure indicators. Not a fiscal peer set.",Coastal Regulation Zone Notification (MoEFCC); Maritime Zones of India Act 1976,gujarat,
coastal_states,Coastal states and UTs,geographic,"States and UTs with a coastline, per the Coastal Regulation Zone (CRZ) notification regime administered by MoEFCC. 9 mainland states + 4 UTs. Useful peer set for fisheries, ports, blue-economy, cyclone-exposure indicators. Not a fiscal peer set.",Coastal Regulation Zone Notification (MoEFCC); Maritime Zones of India Act 1976,karnataka,
coastal_states,Coastal states and UTs,geographic,"States and UTs with a coastline, per the Coastal Regulation Zone (CRZ) notification regime administered by MoEFCC. 9 mainland states + 4 UTs. Useful peer set for fisheries, ports, blue-economy, cyclone-exposure indicators. Not a fiscal peer set.",Coastal Regulation Zone Notification (MoEFCC); Maritime Zones of India Act 1976,kerala,
coastal_states,Coastal states and UTs,geographic,"States and UTs with a coastline, per the Coastal Regulation Zone (CRZ) notification regime administered by MoEFCC. 9 mainland states + 4 UTs. Useful peer set for fisheries, ports, blue-economy, cyclone-exposure indicators. Not a fiscal peer set.",Coastal Regulation Zone Notification (MoEFCC); Maritime Zones of India Act 1976,lakshadweep,
coastal_states,Coastal states and UTs,geographic,"States and UTs with a coastline, per the Coastal Regulation Zone (CRZ) notification regime administered by MoEFCC. 9 mainland states + 4 UTs. Useful peer set for fisheries, ports, blue-economy, cyclone-exposure indicators. Not a fiscal peer set.",Coastal Regulation Zone Notification (MoEFCC); Maritime Zones of India Act 1976,maharashtra,
coastal_states,Coastal states and UTs,geographic,"States and UTs with a coastline, per the Coastal Regulation Zone (CRZ) notification regime administered by MoEFCC. 9 mainland states + 4 UTs. Useful peer set for fisheries, ports, blue-economy, cyclone-exposure indicators. Not a fiscal peer set.",Coastal Regulation Zone Notification (MoEFCC); Maritime Zones of India Act 1976,odisha,
coastal_states,Coastal states and UTs,geographic,"States and UTs with a coastline, per the Coastal Regulation Zone (CRZ) notification regime administered by MoEFCC. 9 mainland states + 4 UTs. Useful peer set for fisheries, ports, blue-economy, cyclone-exposure indicators. Not a fiscal peer set.",Coastal Regulation Zone Notification (MoEFCC); Maritime Zones of India Act 1976,puducherry,
coastal_states,Coastal states and UTs,geographic,"States and UTs with a coastline, per the Coastal Regulation Zone (CRZ) notification regime administered by MoEFCC. 9 mainland states + 4 UTs. Useful peer set for fisheries, ports, blue-economy, cyclone-exposure indicators. Not a fiscal peer set.",Coastal Regulation Zone Notification (MoEFCC); Maritime Zones of India Act 1976,tamil-nadu,
coastal_states,Coastal states and UTs,geographic,"States and UTs with a coastline, per the Coastal Regulation Zone (CRZ) notification regime administered by MoEFCC. 9 mainland states + 4 UTs. Useful peer set for fisheries, ports, blue-economy, cyclone-exposure indicators. Not a fiscal peer set.",Coastal Regulation Zone Notification (MoEFCC); Maritime Zones of India Act 1976,west-bengal,
general_category,General-category states,residual,"The 18 states that were never on the pre-14th-FC special-category list. Defined by exclusion: every `kind: state` in states.json minus the `special_category` legacy 11 (less J&K which became a UT in 2019, leaving 10 of the 11 still as states; 28 − 10 = 18). The 14th Finance Commission (2015) folded the 30%-special-plan-assistance regime into the 42% horizontal devolution pool; 'general' here is therefore a fiscal residual, not a constitutional category. Used as the default peer set for fiscal indicators where comparing across the asymmetric centre-transfer regime would be misleading (e.g. outstanding-debt-pct-GSDP).",,andhra-pradesh,"Andhra Pradesh (S01) is included here. The 2014 Reorganisation Act promised special-category status; the Centre never notified it. We follow notification, not promise."
general_category,General-category states,residual,"The 18 states that were never on the pre-14th-FC special-category list. Defined by exclusion: every `kind: state` in states.json minus the `special_category` legacy 11 (less J&K which became a UT in 2019, leaving 10 of the 11 still as states; 28 − 10 = 18). The 14th Finance Commission (2015) folded the 30%-special-plan-assistance regime into the 42% horizontal devolution pool; 'general' here is therefore a fiscal residual, not a constitutional category. Used as the default peer set for fiscal indicators where comparing across the asymmetric centre-transfer regime would be misleading (e.g. outstanding-debt-pct-GSDP).",,bihar,"Andhra Pradesh (S01) is included here. The 2014 Reorganisation Act promised special-category status; the Centre never notified it. We follow notification, not promise."
general_category,General-category states,residual,"The 18 states that were never on the pre-14th-FC special-category list. Defined by exclusion: every `kind: state` in states.json minus the `special_category` legacy 11 (less J&K which became a UT in 2019, leaving 10 of the 11 still as states; 28 − 10 = 18). The 14th Finance Commission (2015) folded the 30%-special-plan-assistance regime into the 42% horizontal devolution pool; 'general' here is therefore a fiscal residual, not a constitutional category. Used as the default peer set for fiscal indicators where comparing across the asymmetric centre-transfer regime would be misleading (e.g. outstanding-debt-pct-GSDP).",,chhattisgarh,"Andhra Pradesh (S01) is included here. The 2014 Reorganisation Act promised special-category status; the Centre never notified it. We follow notification, not promise."
general_category,General-category states,residual,"The 18 states that were never on the pre-14th-FC special-category list. Defined by exclusion: every `kind: state` in states.json minus the `special_category` legacy 11 (less J&K which became a UT in 2019, leaving 10 of the 11 still as states; 28 − 10 = 18). The 14th Finance Commission (2015) folded the 30%-special-plan-assistance regime into the 42% horizontal devolution pool; 'general' here is therefore a fiscal residual, not a constitutional category. Used as the default peer set for fiscal indicators where comparing across the asymmetric centre-transfer regime would be misleading (e.g. outstanding-debt-pct-GSDP).",,goa,"Andhra Pradesh (S01) is included here. The 2014 Reorganisation Act promised special-category status; the Centre never notified it. We follow notification, not promise."
general_category,General-category states,residual,"The 18 states that were never on the pre-14th-FC special-category list. Defined by exclusion: every `kind: state` in states.json minus the `special_category` legacy 11 (less J&K which became a UT in 2019, leaving 10 of the 11 still as states; 28 − 10 = 18). The 14th Finance Commission (2015) folded the 30%-special-plan-assistance regime into the 42% horizontal devolution pool; 'general' here is therefore a fiscal residual, not a constitutional category. Used as the default peer set for fiscal indicators where comparing across the asymmetric centre-transfer regime would be misleading (e.g. outstanding-debt-pct-GSDP).",,gujarat,"Andhra Pradesh (S01) is included here. The 2014 Reorganisation Act promised special-category status; the Centre never notified it. We follow notification, not promise."
general_category,General-category states,residual,"The 18 states that were never on the pre-14th-FC special-category list. Defined by exclusion: every `kind: state` in states.json minus the `special_category` legacy 11 (less J&K which became a UT in 2019, leaving 10 of the 11 still as states; 28 − 10 = 18). The 14th Finance Commission (2015) folded the 30%-special-plan-assistance regime into the 42% horizontal devolution pool; 'general' here is therefore a fiscal residual, not a constitutional category. Used as the default peer set for fiscal indicators where comparing across the asymmetric centre-transfer regime would be misleading (e.g. outstanding-debt-pct-GSDP).",,haryana,"Andhra Pradesh (S01) is included here. The 2014 Reorganisation Act promised special-category status; the Centre never notified it. We follow notification, not promise."
general_category,General-category states,residual,"The 18 states that were never on the pre-14th-FC special-category list. Defined by exclusion: every `kind: state` in states.json minus the `special_category` legacy 11 (less J&K which became a UT in 2019, leaving 10 of the 11 still as states; 28 − 10 = 18). The 14th Finance Commission (2015) folded the 30%-special-plan-assistance regime into the 42% horizontal devolution pool; 'general' here is therefore a fiscal residual, not a constitutional category. Used as the default peer set for fiscal indicators where comparing across the asymmetric centre-transfer regime would be misleading (e.g. outstanding-debt-pct-GSDP).",,jharkhand,"Andhra Pradesh (S01) is included here. The 2014 Reorganisation Act promised special-category status; the Centre never notified it. We follow notification, not promise."
general_category,General-category states,residual,"The 18 states that were never on the pre-14th-FC special-category list. Defined by exclusion: every `kind: state` in states.json minus the `special_category` legacy 11 (less J&K which became a UT in 2019, leaving 10 of the 11 still as states; 28 − 10 = 18). The 14th Finance Commission (2015) folded the 30%-special-plan-assistance regime into the 42% horizontal devolution pool; 'general' here is therefore a fiscal residual, not a constitutional category. Used as the default peer set for fiscal indicators where comparing across the asymmetric centre-transfer regime would be misleading (e.g. outstanding-debt-pct-GSDP).",,karnataka,"Andhra Pradesh (S01) is included here. The 2014 Reorganisation Act promised special-category status; the Centre never notified it. We follow notification, not promise."
general_category,General-category states,residual,"The 18 states that were never on the pre-14th-FC special-category list. Defined by exclusion: every `kind: state` in states.json minus the `special_category` legacy 11 (less J&K which became a UT in 2019, leaving 10 of the 11 still as states; 28 − 10 = 18). The 14th Finance Commission (2015) folded the 30%-special-plan-assistance regime into the 42% horizontal devolution pool; 'general' here is therefore a fiscal residual, not a constitutional category. Used as the default peer set for fiscal indicators where comparing across the asymmetric centre-transfer regime would be misleading (e.g. outstanding-debt-pct-GSDP).",,kerala,"Andhra Pradesh (S01) is included here. The 2014 Reorganisation Act promised special-category status; the Centre never notified it. We follow notification, not promise."
general_category,General-category states,residual,"The 18 states that were never on the pre-14th-FC special-category list. Defined by exclusion: every `kind: state` in states.json minus the `special_category` legacy 11 (less J&K which became a UT in 2019, leaving 10 of the 11 still as states; 28 − 10 = 18). The 14th Finance Commission (2015) folded the 30%-special-plan-assistance regime into the 42% horizontal devolution pool; 'general' here is therefore a fiscal residual, not a constitutional category. Used as the default peer set for fiscal indicators where comparing across the asymmetric centre-transfer regime would be misleading (e.g. outstanding-debt-pct-GSDP).",,madhya-pradesh,"Andhra Pradesh (S01) is included here. The 2014 Reorganisation Act promised special-category status; the Centre never notified it. We follow notification, not promise."
general_category,General-category states,residual,"The 18 states that were never on the pre-14th-FC special-category list. Defined by exclusion: every `kind: state` in states.json minus the `special_category` legacy 11 (less J&K which became a UT in 2019, leaving 10 of the 11 still as states; 28 − 10 = 18). The 14th Finance Commission (2015) folded the 30%-special-plan-assistance regime into the 42% horizontal devolution pool; 'general' here is therefore a fiscal residual, not a constitutional category. Used as the default peer set for fiscal indicators where comparing across the asymmetric centre-transfer regime would be misleading (e.g. outstanding-debt-pct-GSDP).",,maharashtra,"Andhra Pradesh (S01) is included here. The 2014 Reorganisation Act promised special-category status; the Centre never notified it. We follow notification, not promise."
general_category,General-category states,residual,"The 18 states that were never on the pre-14th-FC special-category list. Defined by exclusion: every `kind: state` in states.json minus the `special_category` legacy 11 (less J&K which became a UT in 2019, leaving 10 of the 11 still as states; 28 − 10 = 18). The 14th Finance Commission (2015) folded the 30%-special-plan-assistance regime into the 42% horizontal devolution pool; 'general' here is therefore a fiscal residual, not a constitutional category. Used as the default peer set for fiscal indicators where comparing across the asymmetric centre-transfer regime would be misleading (e.g. outstanding-debt-pct-GSDP).",,odisha,"Andhra Pradesh (S01) is included here. The 2014 Reorganisation Act promised special-category status; the Centre never notified it. We follow notification, not promise."
general_category,General-category states,residual,"The 18 states that were never on the pre-14th-FC special-category list. Defined by exclusion: every `kind: state` in states.json minus the `special_category` legacy 11 (less J&K which became a UT in 2019, leaving 10 of the 11 still as states; 28 − 10 = 18). The 14th Finance Commission (2015) folded the 30%-special-plan-assistance regime into the 42% horizontal devolution pool; 'general' here is therefore a fiscal residual, not a constitutional category. Used as the default peer set for fiscal indicators where comparing across the asymmetric centre-transfer regime would be misleading (e.g. outstanding-debt-pct-GSDP).",,punjab,"Andhra Pradesh (S01) is included here. The 2014 Reorganisation Act promised special-category status; the Centre never notified it. We follow notification, not promise."
general_category,General-category states,residual,"The 18 states that were never on the pre-14th-FC special-category list. Defined by exclusion: every `kind: state` in states.json minus the `special_category` legacy 11 (less J&K which became a UT in 2019, leaving 10 of the 11 still as states; 28 − 10 = 18). The 14th Finance Commission (2015) folded the 30%-special-plan-assistance regime into the 42% horizontal devolution pool; 'general' here is therefore a fiscal residual, not a constitutional category. Used as the default peer set for fiscal indicators where comparing across the asymmetric centre-transfer regime would be misleading (e.g. outstanding-debt-pct-GSDP).",,rajasthan,"Andhra Pradesh (S01) is included here. The 2014 Reorganisation Act promised special-category status; the Centre never notified it. We follow notification, not promise."
general_category,General-category states,residual,"The 18 states that were never on the pre-14th-FC special-category list. Defined by exclusion: every `kind: state` in states.json minus the `special_category` legacy 11 (less J&K which became a UT in 2019, leaving 10 of the 11 still as states; 28 − 10 = 18). The 14th Finance Commission (2015) folded the 30%-special-plan-assistance regime into the 42% horizontal devolution pool; 'general' here is therefore a fiscal residual, not a constitutional category. Used as the default peer set for fiscal indicators where comparing across the asymmetric centre-transfer regime would be misleading (e.g. outstanding-debt-pct-GSDP).",,tamil-nadu,"Andhra Pradesh (S01) is included here. The 2014 Reorganisation Act promised special-category status; the Centre never notified it. We follow notification, not promise."
general_category,General-category states,residual,"The 18 states that were never on the pre-14th-FC special-category list. Defined by exclusion: every `kind: state` in states.json minus the `special_category` legacy 11 (less J&K which became a UT in 2019, leaving 10 of the 11 still as states; 28 − 10 = 18). The 14th Finance Commission (2015) folded the 30%-special-plan-assistance regime into the 42% horizontal devolution pool; 'general' here is therefore a fiscal residual, not a constitutional category. Used as the default peer set for fiscal indicators where comparing across the asymmetric centre-transfer regime would be misleading (e.g. outstanding-debt-pct-GSDP).",,telangana,"Andhra Pradesh (S01) is included here. The 2014 Reorganisation Act promised special-category status; the Centre never notified it. We follow notification, not promise."
general_category,General-category states,residual,"The 18 states that were never on the pre-14th-FC special-category list. Defined by exclusion: every `kind: state` in states.json minus the `special_category` legacy 11 (less J&K which became a UT in 2019, leaving 10 of the 11 still as states; 28 − 10 = 18). The 14th Finance Commission (2015) folded the 30%-special-plan-assistance regime into the 42% horizontal devolution pool; 'general' here is therefore a fiscal residual, not a constitutional category. Used as the default peer set for fiscal indicators where comparing across the asymmetric centre-transfer regime would be misleading (e.g. outstanding-debt-pct-GSDP).",,uttar-pradesh,"Andhra Pradesh (S01) is included here. The 2014 Reorganisation Act promised special-category status; the Centre never notified it. We follow notification, not promise."
general_category,General-category states,residual,"The 18 states that were never on the pre-14th-FC special-category list. Defined by exclusion: every `kind: state` in states.json minus the `special_category` legacy 11 (less J&K which became a UT in 2019, leaving 10 of the 11 still as states; 28 − 10 = 18). The 14th Finance Commission (2015) folded the 30%-special-plan-assistance regime into the 42% horizontal devolution pool; 'general' here is therefore a fiscal residual, not a constitutional category. Used as the default peer set for fiscal indicators where comparing across the asymmetric centre-transfer regime would be misleading (e.g. outstanding-debt-pct-GSDP).",,west-bengal,"Andhra Pradesh (S01) is included here. The 2014 Reorganisation Act promised special-category status; the Centre never notified it. We follow notification, not promise."
himalayan,Himalayan states,geographic,"States and UTs whose territory is dominated by the Himalayan range, used as a peer set for topographical / agro-climatic comparisons (forest cover, hydropower potential, climate vulnerability). Includes the eastern Himalayan stretch (Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura), the western Himalayan stretch (Himachal Pradesh, Uttarakhand), and the trans-Himalayan UTs (Jammu & Kashmir, Ladakh). Excludes Assam (Brahmaputra plain, not Himalayan). Distinct from `neh` (which is a statutory FC funding window with different membership and different policy citations) per panel decision — set near-equality is not grounds for merging when the two tiers are cited by different authorities.",,arunachal-pradesh,
himalayan,Himalayan states,geographic,"States and UTs whose territory is dominated by the Himalayan range, used as a peer set for topographical / agro-climatic comparisons (forest cover, hydropower potential, climate vulnerability). Includes the eastern Himalayan stretch (Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura), the western Himalayan stretch (Himachal Pradesh, Uttarakhand), and the trans-Himalayan UTs (Jammu & Kashmir, Ladakh). Excludes Assam (Brahmaputra plain, not Himalayan). Distinct from `neh` (which is a statutory FC funding window with different membership and different policy citations) per panel decision — set near-equality is not grounds for merging when the two tiers are cited by different authorities.",,himachal-pradesh,
himalayan,Himalayan states,geographic,"States and UTs whose territory is dominated by the Himalayan range, used as a peer set for topographical / agro-climatic comparisons (forest cover, hydropower potential, climate vulnerability). Includes the eastern Himalayan stretch (Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura), the western Himalayan stretch (Himachal Pradesh, Uttarakhand), and the trans-Himalayan UTs (Jammu & Kashmir, Ladakh). Excludes Assam (Brahmaputra plain, not Himalayan). Distinct from `neh` (which is a statutory FC funding window with different membership and different policy citations) per panel decision — set near-equality is not grounds for merging when the two tiers are cited by different authorities.",,jammu-and-kashmir,
himalayan,Himalayan states,geographic,"States and UTs whose territory is dominated by the Himalayan range, used as a peer set for topographical / agro-climatic comparisons (forest cover, hydropower potential, climate vulnerability). Includes the eastern Himalayan stretch (Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura), the western Himalayan stretch (Himachal Pradesh, Uttarakhand), and the trans-Himalayan UTs (Jammu & Kashmir, Ladakh). Excludes Assam (Brahmaputra plain, not Himalayan). Distinct from `neh` (which is a statutory FC funding window with different membership and different policy citations) per panel decision — set near-equality is not grounds for merging when the two tiers are cited by different authorities.",,ladakh,
himalayan,Himalayan states,geographic,"States and UTs whose territory is dominated by the Himalayan range, used as a peer set for topographical / agro-climatic comparisons (forest cover, hydropower potential, climate vulnerability). Includes the eastern Himalayan stretch (Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura), the western Himalayan stretch (Himachal Pradesh, Uttarakhand), and the trans-Himalayan UTs (Jammu & Kashmir, Ladakh). Excludes Assam (Brahmaputra plain, not Himalayan). Distinct from `neh` (which is a statutory FC funding window with different membership and different policy citations) per panel decision — set near-equality is not grounds for merging when the two tiers are cited by different authorities.",,manipur,
himalayan,Himalayan states,geographic,"States and UTs whose territory is dominated by the Himalayan range, used as a peer set for topographical / agro-climatic comparisons (forest cover, hydropower potential, climate vulnerability). Includes the eastern Himalayan stretch (Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura), the western Himalayan stretch (Himachal Pradesh, Uttarakhand), and the trans-Himalayan UTs (Jammu & Kashmir, Ladakh). Excludes Assam (Brahmaputra plain, not Himalayan). Distinct from `neh` (which is a statutory FC funding window with different membership and different policy citations) per panel decision — set near-equality is not grounds for merging when the two tiers are cited by different authorities.",,meghalaya,
himalayan,Himalayan states,geographic,"States and UTs whose territory is dominated by the Himalayan range, used as a peer set for topographical / agro-climatic comparisons (forest cover, hydropower potential, climate vulnerability). Includes the eastern Himalayan stretch (Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, Tripura), the western Himalayan stretch (Himachal Pradesh, Uttarakhand), and the trans-Himalayan UTs (Jammu & Kashmir, Ladakh). Excludes Assam (Brahmaputra plain, not Himalayan). Distinct from `neh` (which is a statutory FC funding window with different membership and different policy citations) per panel decision — set near-equality is not grounds for merging when the two tiers are cited by different authorities.",,mizoram,
